1572	188311	2216.458517273518
1573	188915	2209.298865936505
1574	162977	2200.0488100673324
1575	167986	2192.6997598931093
1576	174861	2185.044740559107
1577	172929	2177.7413121056757
1578	162784	2170.08177822899
1579	174645	2162.7114967977404
1580	163584	2155.211007828415
1581	151559	2147.6828352286434
1582	170991	2140.3304005311406
1583	170388	2132.9398570476433
1584	180644	2125.6025976147916
1585	188337	2118.0859295314353
1586	215675	2110.703654362905
1587	243586	2103.535719939036
1588	339401	2096.1285908432255
1589	307129	2088.7144512618574
1590	322778	2081.403624093496
1591	317585	2074.1856322337753
1592	282497	2066.910283152729
1593	305192	2059.7184841541266
1594	297274	2052.3780310651596
1595	251866	2045.0119471416967
1596	305440	2037.8772178514803
1597	282261	2030.7153680231872
1598	340540	2023.75384150164
1599	304622	2016.5576988703933
1600	356635	2009.3546834878964
1601	279936	2002.1055927127434
1602	286902	1995.105031466988
1603	302328	1987.8915058187408
1604	279036	1980.70081882616
1605	297841	1973.7085414993098
1606	402807	1966.631230809129
1607	470239	1958.098869955983
1608	398478	1949.3814203774168
1609	433183	1940.5382947338535
1610	662722	1931.4932654687107
1611	695035	1922.7293741908059
1612	801886	1914.0622782938144
1613	892271	1905.3284804660966
1614	950339	1896.413801694745
1615	877772	1887.644071058747
1616	879766	1879.0469857786882
1617	944846	1870.3080513730608
1618	1239802	1853.137094457548
1619	1438458	1844.3643684561653
1620	1353963	1835.7347833790786
1621	1504964	1827.3131950928723
1622	1555167	1820.3256122966432
1623	1968568	1810.3879305995565

1627	1720507	1789.9158090221852
1628	892248	1780.6268765784619
1629	707120	1768.5716905159027
1630	854780	1757.0085119720736
1631	647466	1747.2546120077357
1632	599177	1736.109166969261
1633	761464	1725.6744529836647
1634	871836	1714.5163141650467
1635	839117	1704.9991375897919
1636	665375	1694.2154949195906
1637	745262	1685.2958308344785
1638	750487	1672.8406655463712
1639	742374	1662.813070818336
1640	512085	1654.6465278877483
1641	428904	1646.0099810904298

1643	651149	1627.865267678149
1644	447795	1619.1399149336667
1645	390830	1608.6493507006526
1646	405408	1600.5819341672118
1647	391938	1590.5634079082106
1648	410262	1581.9998857962294
1649	432772	1572.19652169542
1650	362290	1561.6424172707464
1651	515174	1553.3909174168346
1652	490057	1543.1762996176014
1653	485485	1534.4145480810607


1656	565612	1514.3580379457107
